Name,Survived,Gender,Age,Traveling_Alone,Ticket_Fare(lbs)
"Sadowitz, Mr. Harry",No,Male,,Alone,7.575
"Saether, Mr. Simon Sivertsen",No,Male,38.5,Alone,7.25
"Sage, Master. Thomas Henry",No,Male,,Not_Alone,69.55
"Sage, Master. William Henry",No,Male,14.5,Not_Alone,69.55
"Sage, Miss. Ada",No,Female,,Not_Alone,69.55
"Sage, Miss. Constance Gladys",No,Female,,Not_Alone,69.55
"Sage, Miss. Dorothy Edith ""Dolly""",No,Female,,Not_Alone,69.55
"Sage, Miss. Stella Anna",No,Female,,Not_Alone,69.55
"Sage, Mr. Douglas Bullen",No,Male,,Not_Alone,69.55
"Sage, Mr. Frederick",No,Male,,Not_Alone,69.55
"Sage, Mr. George John Jr",No,Male,,Not_Alone,69.55
"Sage, Mr. John George",No,Male,,Not_Alone,69.55
"Sage, Mrs. John (Annie Bullen)",No,Female,,Not_Alone,69.55
"Salander, Mr. Karl Johan",No,Male,24,Alone,9.325
"Salkjelsvik, Miss. Anna Kristine",Yes,Female,21,Alone,7.65
"Salonen, Mr. Johan Werner",No,Male,39,Alone,7.925
"Samaan, Mr. Elias",No,Male,,Not_Alone,21.6792
"Samaan, Mr. Hanna",No,Male,,Not_Alone,21.6792
"Samaan, Mr. Youssef",No,Male,,Not_Alone,21.6792
"Sandstrom, Miss. Beatrice Irene",Yes,Female,1,Not_Alone,16.7
"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",Yes,Female,24,Not_Alone,16.7
"Sandstrom, Miss. Marguerite Rut",Yes,Female,4,Not_Alone,16.7
"Sap, Mr. Julius",Yes,Male,25,Alone,9.5
"Saundercock, Mr. William Henry",No,Male,20,Alone,8.05
"Sawyer, Mr. Frederick Charles",No,Male,24.5,Alone,8.05
"Scanlan, Mr. James",No,Male,,Alone,7.725
"Sdycoff, Mr. Todor",No,Male,,Alone,7.8958
"Shaughnessy, Mr. Patrick",No,Male,,Alone,7.75
"Sheerlinck, Mr. Jan Baptist",Yes,Male,29,Alone,9.5
"Shellard, Mr. Frederick William",No,Male,,Alone,15.1
"Shine, Miss. Ellen Natalia",Yes,Female,,Alone,7.7792
"Shorney, Mr. Charles Joseph",No,Male,,Alone,8.05
"Simmons, Mr. John",No,Male,,Alone,8.05
"Sirayanian, Mr. Orsen",No,Male,22,Alone,7.2292
"Sirota, Mr. Maurice",No,Male,,Alone,8.05
"Sivic, Mr. Husein",No,Male,40,Alone,7.8958
"Sivola, Mr. Antti Wilhelm",No,Male,21,Alone,7.925
"Sjoblom, Miss. Anna Sofia",Yes,Female,18,Alone,7.4958
"Skoog, Master. Harald",No,Male,4,Not_Alone,27.9
"Skoog, Master. Karl Thorsten",No,Male,10,Not_Alone,27.9
"Skoog, Miss. Mabel",No,Female,9,Not_Alone,27.9
"Skoog, Miss. Margit Elizabeth",No,Female,2,Not_Alone,27.9
"Skoog, Mr. Wilhelm",No,Male,40,Not_Alone,27.9
"Skoog, Mrs. William (Anna Bernhardina Karlsson)",No,Female,45,Not_Alone,27.9
"Slabenoff, Mr. Petco",No,Male,,Alone,7.8958
"Slocovski, Mr. Selman Francis",No,Male,,Alone,8.05
"Smiljanic, Mr. Mile",No,Male,,Alone,8.6625
"Smith, Mr. Thomas",No,Male,,Alone,7.75
"Smyth, Miss. Julia",Yes,Female,,Alone,7.7333
"Soholt, Mr. Peter Andreas Lauritz Andersen",No,Male,19,Alone,7.65
"Somerton, Mr. Francis William",No,Male,30,Alone,8.05
"Spector, Mr. Woolf",No,Male,,Alone,8.05
"Spinner, Mr. Henry John",No,Male,32,Alone,8.05
"Staneff, Mr. Ivan",No,Male,,Alone,7.8958
"Stankovic, Mr. Ivan",No,Male,33,Alone,8.6625
"Stanley, Miss. Amy Zillah Elsie",Yes,Female,23,Alone,7.55
"Stanley, Mr. Edward Roland",No,Male,21,Alone,8.05
"Storey, Mr. Thomas",No,Male,60.5,Alone,
"Stoytcheff, Mr. Ilia",No,Male,19,Alone,7.8958
"Strandberg, Miss. Ida Sofia",No,Female,22,Alone,9.8375
"Stranden, Mr. Juho",Yes,Male,31,Alone,7.925
"Strilic, Mr. Ivan",No,Male,27,Alone,8.6625
"Strom, Miss. Telma Matilda",No,Female,2,Not_Alone,10.4625
"Strom, Mrs. Wilhelm (Elna Matilda Persson)",No,Female,29,Not_Alone,10.4625
"Sunderland, Mr. Victor Francis",Yes,Male,16,Alone,8.05
"Sundman, Mr. Johan Julian",Yes,Male,44,Alone,7.925
"Sutehall, Mr. Henry Jr",No,Male,25,Alone,7.05
"Svensson, Mr. Johan",No,Male,74,Alone,7.775
"Svensson, Mr. Johan Cervin",Yes,Male,14,Alone,9.225
"Svensson, Mr. Olof",No,Male,24,Alone,7.7958
"Tenglin, Mr. Gunnar Isidor",Yes,Male,25,Alone,7.7958
"Theobald, Mr. Thomas Leonard",No,Male,34,Alone,8.05
"Thomas, Master. Assad Alexander",Yes,Male,0,Not_Alone,8.5167
"Thomas, Mr. Charles P",No,Male,,Not_Alone,6.4375
"Thomas, Mr. John",No,Male,,Alone,6.4375
"Thomas, Mr. Tannous",No,Male,,Alone,7.225
"Thomas, Mrs. Alexander (Thamine ""Thelma"")",Yes,Female,16,Not_Alone,8.5167
"Thomson, Mr. Alexander Morrison",No,Male,,Alone,8.05
"Thorneycroft, Mr. Percival",No,Male,,Not_Alone,16.1
"Thorneycroft, Mrs. Percival (Florence Kate White)",Yes,Female,,Not_Alone,16.1
"Tikkanen, Mr. Juho",No,Male,32,Alone,7.925
"Tobin, Mr. Roger",No,Male,,Alone,7.75
"Todoroff, Mr. Lalio",No,Male,,Alone,7.8958
"Tomlin, Mr. Ernest Portage",No,Male,30.5,Alone,8.05
"Torber, Mr. Ernst William",No,Male,44,Alone,8.05
"Torfa, Mr. Assad",No,Male,,Alone,7.2292
"Tornquist, Mr. William Henry",Yes,Male,25,Alone,0
"Toufik, Mr. Nakli",No,Male,,Alone,7.2292
"Touma, Master. Georges Youssef",Yes,Male,7,Not_Alone,15.2458
"Touma, Miss. Maria Youssef",Yes,Female,9,Not_Alone,15.2458
"Touma, Mrs. Darwis (Hanne Youssef Razi)",Yes,Female,29,Not_Alone,15.2458
"Turcin, Mr. Stjepan",No,Male,36,Alone,7.8958
"Turja, Miss. Anna Sofia",Yes,Female,18,Alone,9.8417
"Turkula, Mrs. (Hedwig)",Yes,Female,63,Alone,9.5875
"van Billiard, Master. James William",No,Male,,Not_Alone,14.5
"van Billiard, Master. Walter John",No,Male,11.5,Not_Alone,14.5
"van Billiard, Mr. Austin Blyler",No,Male,40.5,Not_Alone,14.5
"Van Impe, Miss. Catharina",No,Female,10,Not_Alone,24.15
"Van Impe, Mr. Jean Baptiste",No,Male,36,Not_Alone,24.15
"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",No,Female,30,Not_Alone,24.15
"van Melkebeke, Mr. Philemon",No,Male,,Alone,9.5
"Vande Velde, Mr. Johannes Joseph",No,Male,33,Alone,9.5
"Vande Walle, Mr. Nestor Cyriel",No,Male,28,Alone,9.5
"Vanden Steen, Mr. Leo Peter",No,Male,28,Alone,9.5
"Vander Cruyssen, Mr. Victor",No,Male,47,Alone,9
"Vander Planke, Miss. Augusta Maria",No,Female,18,Not_Alone,18
"Vander Planke, Mr. Julius",No,Male,31,Not_Alone,18
"Vander Planke, Mr. Leo Edmondus",No,Male,16,Not_Alone,18
"Vander Planke, Mrs. Julius (Emelia Maria Vandemoortele)",No,Female,31,Not_Alone,18
"Vartanian, Mr. David",Yes,Male,22,Alone,7.225
"Vendel, Mr. Olof Edvin",No,Male,20,Alone,7.8542
"Vestrom, Miss. Hulda Amanda Adolfina",No,Female,14,Alone,7.8542
"Vovk, Mr. Janko",No,Male,22,Alone,7.8958
"Waelens, Mr. Achille",No,Male,22,Alone,9
"Ware, Mr. Frederick",No,Male,,Alone,8.05
"Warren, Mr. Charles William",No,Male,,Alone,7.55
"Webber, Mr. James",No,Male,,Alone,8.05
"Wenzel, Mr. Linhart",No,Male,32.5,Alone,9.5
"Whabee, Mrs. George Joseph (Shawneene Abi-Saab)",Yes,Female,38,Alone,7.2292
"Widegren, Mr. Carl/Charles Peter",No,Male,51,Alone,7.75
"Wiklund, Mr. Jakob Alfred",No,Male,18,Not_Alone,6.4958
"Wiklund, Mr. Karl Johan",No,Male,21,Not_Alone,6.4958
"Wilkes, Mrs. James (Ellen Needs)",Yes,Female,47,Not_Alone,7
"Willer, Mr. Aaron (""Abi Weller"")",No,Male,,Alone,8.7125
"Willey, Mr. Edward",No,Male,,Alone,7.55
"Williams, Mr. Howard Hugh ""Harry""",No,Male,,Alone,8.05
"Williams, Mr. Leslie",No,Male,28.5,Alone,16.1
"Windelov, Mr. Einar",No,Male,21,Alone,7.25
"Wirz, Mr. Albert",No,Male,27,Alone,8.6625
"Wiseman, Mr. Phillippe",No,Male,,Alone,7.25
"Wittevrongel, Mr. Camille",No,Male,36,Alone,9.5
"Yasbeck, Mr. Antoni",No,Male,27,Not_Alone,14.4542
"Yasbeck, Mrs. Antoni (Selini Alexander)",Yes,Female,15,Not_Alone,14.4542
"Youseff, Mr. Gerious",No,Male,45.5,Alone,7.225
"Yousif, Mr. Wazli",No,Male,,Alone,7.225
"Yousseff, Mr. Gerious",No,Male,,Alone,14.4583
"Zabour, Miss. Hileni",No,Female,14.5,Not_Alone,14.4542
"Zabour, Miss. Thamine",No,Female,,Not_Alone,14.4542
"Zakarian, Mr. Mapriededer",No,Male,26.5,Alone,7.225
"Zakarian, Mr. Ortin",No,Male,27,Alone,7.225
"Zimmerman, Mr. Leo",No,Male,29,Alone,7.875
